,Title,Price (DKK),Year,KM driven,Motor (Litres),Manual/Automatic gear,Horsepower,Car Manufacturer
880,"Hyundai i20 1,2 Classic Plus 78HK 5d 1,2 Classic Plus 78HK 5d",44900,2012,148000,1.2,Manuelt gear,78,Hyundai
881,"Nissan Juke 1,2 Dig-T Acenta 4x2 115HK 5d 6g 1,2 Dig-T Acenta 4x2 115HK 5d 6g",99900,2016,138000,1.2,Manuelt gear,115,Nissan
882,"Seat Mii 1,0 MPI Style Start/Stop 60HK 5d 1,0 MPI Style Start/Stop 60HK 5d",59900,2014,75000,1.0,Manuelt gear,60,Seat
883,"Suzuki Alto 1,0 12V 68HK 5d",29900,2011,110000,1.0,Manuelt gear,68,Suzuki
884,"Mazda CX-5 2,0 Core 165HK 5d 6g",149900,2015,101000,2.0,Manuelt gear,165,Mazda
885,VW Golf VII,144900,2016,116000,1.4,Manuelt gear,125,VW
886,"Peugeot 207 1,4 XR Plus 88HK 5d 1,4 XR Plus 88HK 5d",19900,2007,168000,1.4,Manuelt gear,88,Peugeot
887,"Peugeot 208 1,2 PureTech 82 Prestige",114700,2019,52000,1.2,Manuelt gear,82,Peugeot
888,"Ford Focus 1,0 SCTi 125 Titanium stc",133700,2018,129000,1.0,Manuelt gear,125,Ford
889,"VW Polo 1,4 TSi 150 BlueGT DSG",154700,2016,91000,1.4,Automatgear,150,VW
890,"Toyota Avensis 2,4 Linea Sol 163HK Stc Aut. 2,4 Linea Sol 163HK Stc A",24900,2004,303000,2.4,Automatgear,163,Toyota
891,"Toyota Avensis 1,8 VVT-I T1 147HK Stc 6g 1,8 VVT-I T1 147HK Stc 6g",69900,2011,202000,1.8,Manuelt gear,147,Toyota
892,"Fiat Grande Punto 1,2 65HK 3d 1,2 65HK 3d",22900,2007,150000,1.2,Manuelt gear,65,Fiat
893,"Mazda 3 2,0 Skyactiv-G Vision 120HK 5d 6g 2,0 Skyactiv-G Vision 120HK 5d 6g",79900,2013,227000,2.0,Manuelt gear,120,Mazda
894,"Opel Corsa 1,2 Twinport Edition 100 85HK 5d 1,2 Twinport Edition 100 85HK 5d",44900,2011,87000,1.2,Manuelt gear,85,Opel
895,"VW up! 1,0 MPI BMT Move 60HK 5d 1,0 MPI BMT Move 60HK 5d",89900,2018,85000,1.0,Manuelt gear,60,VW
896,"Nissan Qashqai 1,2 Dig-T Visia 115HK 5d 6g 1,2 Dig-T Visia 115HK 5d 6g",144900,2017,91000,1.2,Manuelt gear,115,Nissan
897,"Toyota Aygo 1,0 VVT-I X-Play + Plus pakke 69HK 5d 1,0 VVT-I X-Play + Plus pakke 69HK 5d",74900,2018,95000,1.0,Manuelt gear,69,Toyota
898,"Citroën C1 1,2 PureTech Feel Complet 82HK 5d 1,2 PureTech Feel Complet 82HK 5d",59900,2016,75000,1.2,Manuelt gear,82,Citroën
899,"Opel Corsa 1,0 Twinport Essentia 65HK 3d 1,0 Twinport Essentia 65HK 3d",39900,2010,46000,1.0,Manuelt gear,65,Opel
900,Renault Clio IV,69900,2014,149000,0.9,Manuelt gear,90,Renault
901,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d 1,0 VVT-I X-Press 72HK 5d",94900,2020,65000,1.0,Manuelt gear,72,Toyota
902,"Suzuki Alto 1,0 GLS 68HK 5d 1,0 GLS 68HK 5d",29900,2010,92000,1.0,Manuelt gear,68,Suzuki
903,"Renault Captur 1,2 TCE Expression EDC 120HK 5d 6g Aut. 1,2 TCE Expression EDC 120HK 5d 6g A",134900,2015,68000,1.2,Automatgear,120,Renault
904,"Chevrolet Spark 1,0 LS (ESP) 68HK 5d 1,0 LS (ESP) 68HK 5d",24900,2012,162000,1.0,Manuelt gear,68,Chevrolet
905,"Ford Mondeo 1,5 SCTi 160 ST-Line",240000,2019,87000,1.5,Automatgear,165,Ford
906,"Skoda Fabia 1,0 TSi 110 Style Tour DSG",140000,2018,114000,1.0,Automatgear,110,Skoda
907,"Toyota RAV4 2,0 VVT-I T2+ 4x4 151HK 5d 6g",229900,2017,122000,2.0,Manuelt gear,151,Toyota
908,"Seat Ibiza 1,0 TSi 110 FR",190000,2021,32000,1.0,Manuelt gear,110,Seat
909,"Hyundai i30 1,4 T-GDi Premium Fastback DCT",220000,2020,52000,1.4,Automatgear,140,Hyundai
910,"Skoda Octavia 1,5 TSi 150 Style Combi DSG",259999,2020,42000,1.5,Automatgear,150,Skoda
911,"Suzuki SX4 S-Cross 1,0 Boosterjet Comfor",169999,2019,17000,1.0,Manuelt gear,112,Suzuki
912,"Opel Crossland 1,2 PureTech GS-Line 110HK 5d 6g",209900,2022,13000,1.2,Manuelt gear,110,Opel
913,"VW Golf VII 1,4 TSi 122 Edition 40 DSG BMT",174900,2015,84000,1.4,Automatgear,122,VW
914,"Toyota Aygo 1,0 VVT-I X-Play + Plus pakke 69HK 5d A++",79900,2017,39000,1.0,Manuelt gear,69,Toyota
915,"Seat Leon ST 1,5 TSi 150 Xcellence",199900,2019,68000,1.5,Manuelt gear,150,Seat
916,"Ford Focus 1,0 EcoBoost Trend 125HK 5d 6g 1,0 EcoBoost Trend 125HK 5d 6g",79900,2015,171000,1.0,Manuelt gear,125,Ford
917,"Ford Fiesta 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Manuel",55000,2014,154000,1.0,Manuelt gear,125,Ford
918,VW Golf VII 1.4 TSI BMT 125,169100,2017,92000,1.4,Manuelt gear,125,VW
919,Opel Astra 0 Turbo 105HK Sports Tourer,153000,2017,54500,1.0,Manuelt gear,105,Opel
920,Audi A3 Sportback 40 TFSI 190 hk 5-dørs S tronic,280000,2019,58000,2.0,Automatgear,190,Audi
921,Mazda 3 2.0 SKYACTIV-X 180 HK 4-dørs,254900,2019,45000,2.0,Automatgear,180,Mazda
922,Kia Picanto 1.0 5-dørs Man. 5 50,54000,2014,77000,1.0,Manuelt gear,69,Kia
923,"Renault Twingo 1,2",19990,2010,113000,1.2,Manuelt gear,76,Renault
924,Kia Picanto 1.0 5-dørs Man. 5 50,45600,2013,105000,1.0,Manuelt gear,69,Kia
925,Peugeot 107 1.0 68 HK Active,35800,2013,131000,1.0,Manuelt gear,68,Peugeot
926,VW Passat 1.4 TSI ACT BMT HIGHLINE 150 Variant DSG7,179900,2016,141000,1.4,Automatgear,150,VW
927,VW Golf VI 1.4 122 HK Highline,85900,2010,198000,1.4,Automatgear,122,VW
928,Skoda Fabia COMBI 1.2 TSI 86 HK Stationcar,85000,2015,109000,1.2,Manuelt gear,86,Skoda
929,"Ford Fiesta 1,0 EcoBoost (100 HK) Hatchback, 5 dørs Forhjulstræk Manuel",58000,2015,196000,1.0,Manuelt gear,100,Ford
930,Peugeot 208 PureTech 82 5D,116500,2019,28800,1.2,Manuelt gear,82,Peugeot
931,Skoda Octavia 1.2 TSI 105 HK Hatchback,84998,2012,76000,1.2,Manuelt gear,105,Skoda
932,"Ford Fiesta 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Manuel",61900,2014,159000,1.0,Manuelt gear,125,Ford
933,VW Touran 1.4 TSI BMT 150 DSG7,225000,2017,125000,1.4,Automatgear,150,VW
934,"Toyota Avensis Touring Sports 1,8 VVT-I T2 Premium 147HK Stc 6g C",184900,2017,71900,1.8,Manuelt gear,147,Toyota
935,"Opel Crossland 1,2 T 110 GS Line",217800,2022,10000,1.2,Manuelt gear,110,Opel
936,"Opel Insignia 1,5 T 165 Dynamic Grand Spor",149900,2017,133000,1.5,Manuelt gear,165,Opel
937,Kia ceed 1.4 Stationcar Man. 6 73,141200,2017,62000,1.4,Manuelt gear,100,Kia
938,"Mercedes A180 1,6",135000,2014,132800,1.6,Manuelt gear,122,Mercedes
939,"Skoda Fabia Combi 1,0 TSI Ambition 95HK Stc",159800,2020,27551,1.0,Manuelt gear,95,Skoda
940,"Dacia Sandero 0,9 Tce Stepway Start/Stop 90HK 5d",124990,2020,22000,0.9,Manuelt gear,90,Dacia
941,"Toyota Aygo 1,0 VVT-I X-Cite 72HK 5d A+++",84900,2018,65000,1.0,Manuelt gear,72,Toyota
942,"VW Golf VII 1,5 TSi 150 Comfortline Connect Variant DSG",249900,2020,47000,1.5,Automatgear,150,VW
943,"VW Golf VII 1,5 TSi 150 Comfortline Connect Variant DSG",249900,2020,45500,1.5,Automatgear,150,VW
944,"Ford Fiesta 1.0 EcoBoost (100 HK) Hatchback, 5 dørs Forhjulstræk Manuel",58000,2015,193000,1.0,Manuelt gear,100,Ford
945,"Peugeot 208 1,2 PureTech Allure 100HK 5d 6g",188900,2023,10000,1.2,Manuelt gear,100,Peugeot
946,Toyota Corolla 1.4 97 HK,15500,2002,222000,1.4,Manuelt gear,97,Toyota
947,"Citroën C3 1,2 PureTech Iconic 83HK 5d",139500,2022,19000,1.2,Manuelt gear,83,Citroën
948,"Ford Fiesta 1.0 (65 HK) Hatchback, 3 dørs Forhjulstræk Manuel",77400,2016,80000,1.0,Manuelt gear,65,Ford
949,Citroën C4 SpaceTourer Grand1.2 PureTech 130 MPV,230000,2021,67100,1.2,Manuelt gear,130,Citroën
950,Ford Fiesta EcoBoost Titanium,139900,2019,47000,1.0,Manuelt gear,125,Ford
951,Audi A3 Sportback 40 TFSI 190 hk 5-dørs S tronic,259900,2019,95000,2.0,Automatgear,190,Audi
952,"Ford Focus 1,0 EcoBoost Connected 100HK Stc 6g",189900,2020,57438,1.0,Manuelt gear,100,Ford
953,"Seat Leon ST 2,0 TSi 190 FR DSG",270000,2019,31000,2.0,Automatgear,190,Seat
954,"Seat Arona 1,0 TSi 110 FR DSG",249900,2022,8000,1.0,Automatgear,110,Seat
955,Seat Leon 1.5 TSI 150 SP Man 6G,257700,2020,37400,1.5,Manuelt gear,150,Seat
956,"Kia Stonic 1,0 T-GDI Premium 120HK 5d 6g",149900,2019,109000,1.0,Manuelt gear,120,Kia
957,"Skoda Octavia 1,5 TSi 150 Style Combi DSG",239900,2020,79000,1.5,Automatgear,150,Skoda
958,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g 1,0 Tce Stepway Comfort 90HK 5d 6g",168900,2021,9600,1.0,Manuelt gear,90,Dacia
959,"Kia Stonic 1,0 T-GDi Edition",149900,2020,99000,1.0,Manuelt gear,100,Kia
960,"Ford Fiesta 1,0 EcoBoost (100 HK) Hatchback, 3 dørs Forhjulstræk Manuel",65000,2014,62400,1.0,Manuelt gear,100,Ford
961,"Skoda Scala 1,0 TSi 95 Tour de France",224000,2022,9000,1.0,Manuelt gear,95,Skoda
962,"Skoda Karoq 1,5 TSi 150 Style DSG",339800,2021,64000,1.5,Automatgear,150,Skoda
963,Toyota Aygo 1.0 VVT-i,60000,2016,115000,1.0,Manuelt gear,69,Toyota
964,"Mercedes C200 1,5 AMG Line Coupé",399900,2019,43000,1.5,Automatgear,184,Mercedes
965,Renault Twingo SCe 70 Expression - Maul Biler,37900,2015,144000,1.0,Manuelt gear,70,Renault
966,Peugeot 208 1.2 e-THP 110 hk 5D,122000,2016,38900,1.2,Automatgear,82,Peugeot
967,"Kia ceed 1,0 T-GDi Style+ Clim SW",124500,2017,99800,1.0,Manuelt gear,120,Kia
968,"Opel Insignia 1,5 T 140 Enjoy Grand Spor",167900,2017,82000,1.5,Manuelt gear,140,Opel
969,Skoda Scala 1.5 TSI 150 DSG,219000,2020,45000,1.5,Automatgear,150,Skoda
970,"Hyundai i30 1,0 T-GDI",129900,2017,94000,1.0,Manuelt gear,120,Hyundai
971,"Renault Clio IV 0,9 TCe 90 Limited",79900,2016,124000,0.9,Manuelt gear,90,Renault
972,VW Polo 1.2 TSI 90 HK 5 dørs,93000,2014,128320,1.2,Manuelt gear,90,VW
973,Skoda Scala 1.0 TSI 115 DSG,209990,2020,56000,1.0,Automatgear,115,Skoda
974,"Kia ceed 1,4 CVVT Active Plus 100HK 5d 6g 1,4 CVVT Active Plus 100HK 5d 6g",73500,2013,106000,1.4,Manuelt gear,100,Kia
975,"Seat Leon ST 1,5 TSi 150 FR DSG",219900,2019,98000,1.5,Automatgear,150,Seat
976,"Ford Focus 1,0 EcoBoost Titanium 100HK 5d",89900,2014,121000,1.0,Manuelt gear,100,Ford
977,"Nissan Qashqai 1,2 Dig-T Tekna+ 115HK 5d 6g",204900,2018,41000,1.2,Manuelt gear,115,Nissan
978,"Peugeot 207 1,6 I 5 D",25000,2008,136000,1.6,Manuelt gear,120,Peugeot
979,"Kia Stonic 1,0 T-GDi Vision",169900,2020,46000,1.0,Manuelt gear,100,Kia
980,"Skoda Octavia 1,0 TSi 115 Style Combi",198900,2019,94000,1.0,Manuelt gear,115,Skoda
981,Mercedes C200 Sedan 9G-TRONIC,360000,2019,37000,1.5,Automatgear,184,Mercedes
982,"Skoda Kodiaq 1,5 TSi 150 Style DSG",454000,2022,19000,1.5,Automatgear,150,Skoda
983,"Opel Karl 1,0 75HK 5 dørs",61400,2015,124500,1.0,Manuelt gear,75,Opel
984,"Ford Focus 1,0 SCTi Trend 125HK Stc 6g 1,0 SCTi Trend 125HK Stc 6g",49000,2013,170000,1.0,Manuelt gear,125,Ford
985,Ford Fiesta 1.0 100 HK Titanium,106900,2017,65000,1.0,Manuelt gear,100,Ford
986,"Fiat 500 0,9 TwinAir Turbo Lounge",62500,2015,98000,0.9,Manuelt gear,80,Fiat
987,Renault Clio V TCe 90 Zen,156800,2022,8000,1.0,Manuelt gear,90,Renault
988,"Nissan Pulsar 1,2 Dig-T 115 Tekn",94990,2017,123000,1.2,Manuelt gear,115,Nissan
989,Toyota Auris 1.2 116 HK T2,139900,2016,73000,1.2,Manuelt gear,116,Toyota
990,Skoda Citigo 1.0 MPI 60 HK 5-Dørs Hatchback,70600,2016,98000,1.0,Manuelt gear,60,Skoda
991,VW up! 1.0 MPI 60,115000,2020,51000,1.0,Manuelt gear,60,VW
992,"Suzuki Celerio 1,0 Exclusive 68HK 5d",69900,2016,53000,1.0,Manuelt gear,68,Suzuki
993,"Nissan Qashqai 1,2 Dig-T 115 Tekna+ X-tr",204000,2018,97000,1.2,Automatgear,115,Nissan
994,Ford Mondeo 1.5 EcoBoost (165 HK) M6 5-dørs FWD M6 121,210600,2018,65000,1.5,Manuelt gear,165,Ford
995,"Peugeot 3008 1,2 e-THP Allure EAT6 130HK 5d 6g A",224900,2018,92000,1.2,Automatgear,130,Peugeot
996,"BMW 118 i 1,5 M-Sport Steptronic 136HK 5d 8g A",244900,2018,58558,1.5,Automatgear,136,BMW
997,"VW Polo 1,0 TSI Comfortline Plus DSG 95HK 5d 7g Aut. A+",189900,2020,57000,1.0,Automatgear,95,VW
998,"Dacia Sandero 1,0 Tce Comfort 90HK 5d 6g",164795,2022,8158,1.0,Manuelt gear,90,Dacia
999,"Dacia Jogger 7 Sæder 1,0 Tce Comfort 110HK 5d 6g",229795,2023,4343,1.0,Manuelt gear,110,Dacia
1000,Fiat 500 0.9 85 HK,38000,2010,150000,0.9,Manuelt gear,85,Fiat
1001,"Mazda 2 1,3 Takara Edition 84HK 5d",54900,2013,121000,1.3,Manuelt gear,84,Mazda
1002,"VW Polo 1,0 TSi 95 Comfortline Connect DSG",214900,2021,26000,1.0,Automatgear,95,VW
1003,Toyota Aygo 1.0 72 HK x-press,109500,2021,18500,1.0,Manuelt gear,72,Toyota
1004,"Hyundai i20 1,2",34300,2011,186000,1.2,Manuelt gear,78,Hyundai
1005,Ford Fies,74900,2015,140000,1.0,Manuelt gear,125,Ford
1006,Ford Kug,144900,2017,204000,1.5,Manuelt gear,150,Ford
1007,"Kia Picanto 1,0",14200,2005,161000,1.0,Manuelt gear,61,Kia
1008,"Skoda Citigo 1,0 MPi 60 Style Spor",89900,2019,67984,1.0,Manuelt gear,60,Skoda
1009,Skoda Octavia TSi 115 Ambition Combi - Maul Biler,209900,2020,65000,1.0,Manuelt gear,115,Skoda
1010,"Toyota Verso 7 pers. 1,8 VVT-I T2 Premium 147HK 6g",164990,2016,115000,1.8,Manuelt gear,147,Toyota
1011,"Suzuki Celerio 1,0 Club 68HK 5d 1,0 Club 68HK 5d",45900,2016,145500,1.0,Manuelt gear,68,Suzuki
1012,"Citroën C3 1,2 PureTech 82 Cool Comfor",62900,2016,93000,1.2,Manuelt gear,82,Citroën
1013,"Kia Picanto 1,0 MPI Attraction 67HK 5d",84900,2018,86300,1.0,Manuelt gear,67,Kia
1014,"VW Golf VII 1,4 TSi 150 R-line Variant DSG BMT",199000,2016,78000,1.4,Automatgear,150,VW
1015,"Mercedes GLA200 1,3 Advantage AMG",494900,2022,9000,1.3,Automatgear,163,Mercedes
1016,Peugeot 2008 1.2 e-THP 110 hk Crossover,124000,2017,67700,1.2,Manuelt gear,110,Peugeot
1017,Nissan Qashqai DIG-T 115 SUV 2WD 6 M/T,115000,2016,140000,1.2,Manuelt gear,115,Nissan
1018,"Citroën Grand C4 Picasso 1,8 16V 7prs",28000,2008,273000,1.8,Manuelt gear,127,Citroën
1019,"Seat Leon ST 1,4 TSi 150 Xcellence DSG",189900,2018,120000,1.4,Automatgear,150,Seat
1020,Skoda Karoq 1.0 TSI 115,147000,2018,171000,1.0,Manuelt gear,115,Skoda
1021,Audi A6 2.4 177 HK Comfor,57100,2007,298600,2.4,Automatgear,177,Audi
1022,"BMW Z3 1,8",90500,1997,134000,1.9,Manuelt gear,140,BMW
1023,Toyota Aygo 5-DØRS 1.0 HB 5-DØRS,21500,2010,235000,1.0,Manuelt gear,68,Toyota
1024,"Kia Rio 1,2 5-dørs Man. 5",69900,2014,83000,1.2,Manuelt gear,84,Kia
1025,"Renault Captur 0,9 TCe 90 Dynamique",85900,2014,110000,0.9,Manuelt gear,90,Renault
1026,Nissan Qashqai MHEV 158 2WD Xtronic,370000,2022,4000,1.3,Automatgear,158,Nissan
1027,Mazda 5 2.0 145 HK Comfor,24000,2008,208000,2.0,Manuelt gear,145,Mazda
1028,Peugeot 308 1.2 e-THP 130 hk 5D EAT6,120000,2014,78000,1.2,Manuelt gear,130,Peugeot
1029,"VW Polo 1,0 TSI BlueMotion 95",105000,2017,84500,1.0,Manuelt gear,95,VW
1030,Opel Astra 4 Turbo 150HK 5-dørs,114000,2016,107000,1.4,Manuelt gear,150,Opel
1031,"Mercedes GLA200 1,3",494900,2022,6000,1.3,Automatgear,163,Mercedes
1032,"Seat Arona 1,0 TSi 110 FR DSG",239900,2021,20000,1.0,Automatgear,110,Seat
1033,Citroën C3 1.2 82 HK,98000,2019,53000,1.2,Manuelt gear,82,Citroën
1034,"Skoda Octavia 1,5 TSi 150 Ambition Combi DSG",249999,2020,43000,1.5,Automatgear,150,Skoda
1035,Skoda Superb 1.5 TSI ACT 150 COMBI DSG7,295000,2019,104000,1.5,Automatgear,150,Skoda
1036,"Suzuki Vitara 1,4 Boosterjet Adventure 5-dørs A",210000,2019,85998,1.4,Automatgear,140,Suzuki
1037,Skoda Citigo 1.0 60 HK Tour,70000,2016,117000,1.0,Manuelt gear,60,Skoda
1038,"Skoda Fabia Fabia Combi 1,2 TSI Style DSG 110HK Stc 7g Aut.Combi 1,2 TSI Style DSG 110HK Stc 7g A",134900,2015,98000,1.2,Automatgear,110,Skoda
1039,"Seat Leon ST 2,0 TSi 190 FR DSG",244900,2019,80000,2.0,Automatgear,190,Seat
1040,"VW Taigo 1,0 TSi 110 Style DSG",279800,2022,12000,1.0,Automatgear,110,VW
1041,"Mercedes A200 1,3 Advantage AMG",384800,2022,15000,1.3,Automatgear,163,Mercedes
1042,"Mercedes A200 1,3 Advantage AMG",389900,2022,7000,1.3,Automatgear,163,Mercedes
1043,"Mercedes A200 1,3 Advantage AMG",384900,2022,10000,1.3,Automatgear,163,Mercedes
1044,"Mercedes A200 1,3 Advantage AMG",389900,2022,6000,1.3,Automatgear,163,Mercedes
1045,"Mercedes C300 2,0 AMG Line Coupé",424900,2018,46000,2.0,Automatgear,245,Mercedes
1046,"Mercedes A200 1,3 Advantage",379900,2022,16000,1.3,Automatgear,163,Mercedes
1047,"Skoda Octavia 1,2 TSI",55000,2011,186000,1.2,Manuelt gear,105,Skoda
1048,Opel Astra 4 Turbo 150HK Sports Tourer,119900,2016,135000,1.4,Manuelt gear,150,Opel
1049,Seat Ibiza 1.0 TSI 95,119999,2018,104000,1.0,Manuelt gear,95,Seat
1050,"VW Polo 1,0 TSI Highline DSG 110HK 5d 7g A",224800,2021,37000,1.0,Automatgear,110,VW
1051,"VW Polo 1,0 TSI Highline DSG 115HK 5d 7g A",224800,2020,25000,1.0,Automatgear,115,VW
1052,"Skoda Citigo 1,0 MPI Active 60HK 5d",64800,2017,120000,1.0,Manuelt gear,60,Skoda
1053,Skoda Superb 1.5 TSI ACT 150 COMBI DSG7,283100,2019,102000,1.5,Automatgear,150,Skoda
1054,"Peugeot 208 1,0 VTi Active",44800,2013,102000,1.0,Manuelt gear,68,Peugeot
1055,Skoda Fabia 1.0 TSI 110 Combi DSG,167500,2019,97000,1.0,Automatgear,110,Skoda
1056,"Suzuki Swift 1,2 16V GL A/C 94HK 5d Aut. 1,2 16V GL A/C 94HK 5d A",69900,2013,110000,1.2,Automatgear,94,Suzuki
1057,Seat Ibiza 1.0 TSI 115,117000,2018,109700,1.0,Manuelt gear,115,Seat
1058,"Renault Captur 0,9 TCe 90 Expression Navi Style",92900,2015,94000,0.9,Manuelt gear,90,Renault
1059,Peugeot 108 e-VTi 72 5D Allure+,80000,2019,66800,1.0,Manuelt gear,72,Peugeot
1060,"Peugeot 208 1,2 PureTech Vision Sport 100HK 5d 6g",189900,2023,3000,1.2,Manuelt gear,100,Peugeot
1061,VW up! 1.0 MPI BMT 60,69000,2016,116000,1.0,Manuelt gear,60,VW
1062,"Skoda Rapid Rapid 1,2 TSI Ambition 90HK 5d1,2 TSI Ambition 90HK 5d",119900,2017,22000,1.2,Manuelt gear,90,Skoda
1063,VW Polo 1.2 TSI 90 HK 5 dørs,70000,2014,149000,1.2,Manuelt gear,90,VW
1064,Toyota Aygo 1.0 VVT-i,71000,2016,79000,1.0,Manuelt gear,69,Toyota
1065,Skoda Octavia 1.4 TSI 140 HK HATCHBACK,92995,2014,165000,1.4,Manuelt gear,140,Skoda
1066,"Citroën C3 1,2 VTi Seduction 82HK 5d 1,2 VTi Seduction 82HK 5d",54700,2014,91000,1.2,Manuelt gear,82,Citroën
1067,"Citroën C1 1,2 PureTech Funky 82HK 5d 1,2 PureTech Funky 82HK 5d",64700,2017,63500,1.2,Manuelt gear,82,Citroën
1068,"Mazda 6 2,0 Skyactiv-G Vision 165HK 6g 2,0 Skyactiv-G Vision 165HK 6g",119900,2013,122000,2.0,Manuelt gear,165,Mazda
1069,"Peugeot 2008 1,2 e-THP GT-Line EAT6 110HK Aut. 1,2 e-THP GT-Line EAT6 110HK A",174900,2019,85000,1.2,Automatgear,110,Peugeot
1070,"Kia ceed SW 1,4 CVVT World Cup 100HK Stc 6g SW 1,4 CVVT World Cup 100HK Stc 6g",84700,2014,116000,1.4,Manuelt gear,100,Kia
1071,Skoda Superb 1.4 218 HK LAURIN & KLEMENT,377500,2020,17500,1.4,Automatgear,218,Skoda
1072,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d A+",94900,2020,60000,1.0,Manuelt gear,72,Toyota
1073,"VW Polo 1,0 TSi 115 Highline DSG",199800,2020,77000,1.0,Automatgear,115,VW
1074,"VW Tiguan 1,4 TSI ACT Comfortline DSG 150HK 5d 6g A",289900,2018,87000,1.4,Automatgear,150,VW
1075,"VW Polo 1,4 TSI BMT ACT BlueGT 150HK 5d 6g",129900,2016,132000,1.4,Manuelt gear,150,VW
1076,VW Golf VII Variant 1.4 TSi DSG R-Line Cup edition,163300,2015,186000,1.4,Automatgear,150,VW
1077,Audi A3 Sportback 1.4T FSI 125 HK 4-DØRS S-TRONIC,119999,2013,188000,1.4,Automatgear,122,Audi
1078,"Mazda 3 1,5 Skyactiv-G Core 100HK 5d 6g",109900,2015,60000,1.5,Manuelt gear,100,Mazda
1079,"Ford Focus 1,0 EcoBoost Connected 100HK Stc 6g",194900,2020,57079,1.0,Manuelt gear,100,Ford
1080,"Peugeot 208 1,2 PureTech Platin Sport 100HK 5d 6g",189900,2022,0,1.2,Manuelt gear,100,Peugeot
1081,"Mini Cooper Cabriolet 1,6",69900,2004,165000,1.6,Automatgear,122,Mini
1082,"Skoda Octavia 1,5 TSi 150 Style Combi DSG",259900,2020,50000,1.5,Automatgear,150,Skoda
1083,Skoda Kodiaq 1.4 TSI 150 DSG6,351700,2018,60000,1.4,Automatgear,150,Skoda
1084,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d",99900,2020,62000,1.0,Manuelt gear,72,Toyota
1085,"Peugeot 307 SW 2,0 140HK SW 2,0 140HK",9500,2005,197000,2.0,Manuelt gear,140,Peugeot
1086,"VW Passat 1,4 TSi 150 Comfortline+ Variant DSG",199900,2017,153000,1.4,Automatgear,150,VW
1087,Mazda 3 2.0 SKYACTIV-G 120 HK 5-dørs man,147800,2017,60000,2.0,Manuelt gear,120,Mazda
1088,Skoda Octavia 1.5 TSI 150 STYLE COMBI DSG7 - SPECIAL UDGAVE,226700,2020,100000,1.5,Automatgear,150,Skoda
1089,"Renault Captur 1,2 TCe 120 Expression EDC",99900,2014,158750,1.2,Automatgear,120,Renault
1090,"Kia Picanto 1,0 MPi Attraction",94999,2019,77000,1.0,Manuelt gear,67,Kia
1091,Audi Q5 50 TFSi e Prestige quattro S-tr,499999,2021,47000,2.0,Automatgear,299,Audi
1092,"Ford Focus 1,0 EcoBoost Titanium Fun 125HK Stc 6g 1,0 EcoBoost Titanium Fun 125HK Stc 6g",129700,2018,138000,1.0,Manuelt gear,125,Ford
1093,"Peugeot 2008 1,2 e-Vti Active Connect ESG 82HK A",129900,2017,94000,1.2,Automatgear,82,Peugeot
1094,"Seat Ateca 1,5 TSi 150 Style DSG",319900,2020,30000,1.5,Automatgear,150,Seat
1095,"Opel Crossland X 1,2 T 110 Excite",128800,2019,104000,1.2,Manuelt gear,110,Opel
1096,"Opel Crossland X 1,2 T Sport Start/Stop 130HK 5d 6g A",189990,2020,29600,1.2,Automatgear,130,Opel
1097,Nissan Qashqai DIG-T 115 2WD Xtronic A,195000,2018,128000,1.2,Automatgear,115,Nissan
1098,"Skoda Citigo 1,0 75 Active",48635,2013,100000,1.0,Manuelt gear,75,Skoda
1099,"VW Polo 1,0 TSi 95 Comfortline DSG",214800,2021,27000,1.0,Automatgear,95,VW
1100,Toyota Aygo 1.0 72 HK X-plore,87000,2019,60000,1.0,Manuelt gear,72,Toyota
1101,"Citroën C3 1,2 PureTech 82 Cool Comfor",59500,2016,81000,1.2,Manuelt gear,82,Citroën
1102,"Ford Ka 1.2 (69HK) Hatchback, 3 dørs Forhjulstræk Manuel",24400,2014,222000,1.2,Manuelt gear,69,Ford
1103,"Skoda Superb 1,5 TSi 150 Style DSG",299900,2019,52000,1.5,Automatgear,150,Skoda
1104,VW Golf VII 1.4 TSI BMT 122 HK 5 DØRS,100000,2015,195000,1.4,Manuelt gear,122,VW
1105,"Opel Crossland 1,2 T 110 First Edition",184000,2021,23000,1.2,Manuelt gear,110,Opel
1106,"Suzuki Ignis 1,3 94HK 5d",12900,2006,313000,1.3,Manuelt gear,94,Suzuki
1107,"Kia ceed 1,0 T-GDi Prestige SW",237000,2023,9000,1.0,Manuelt gear,100,Kia
1108,"VW Polo 1,0 TSi 95 Comfortline DSG",179000,2020,92000,1.0,Automatgear,95,VW
1109,"Opel Corsa 1,4 5-dørs",77000,2015,72000,1.4,Manuelt gear,90,Opel
1110,Peugeot 208 1.0i Access Air,38500,2014,126000,1.0,Manuelt gear,68,Peugeot
1111,"Ford Focus 1,0 SCTi 125 Titanium",124900,2017,82000,1.0,Manuelt gear,125,Ford
